	prop.value	propLabel.value
2460	http://www.wikidata.org/entity/P2563	superhuman feature or ability
2461	http://www.wikidata.org/entity/P2611	TED speaker ID
2462	http://www.wikidata.org/entity/P2613	TED talk ID
2463	http://www.wikidata.org/entity/P2612	TED topic ID
2464	http://www.wikidata.org/entity/P2629	BBFC rating
2465	http://www.wikidata.org/entity/P2621	Site of Special Scientific Interest (England) ID
2466	http://www.wikidata.org/entity/P2631	TCM Movie Database film ID
2467	http://www.wikidata.org/entity/P2648	CQ Ranking men's race ID
2468	http://www.wikidata.org/entity/P2647	source of material
2469	http://www.wikidata.org/entity/P2659	topographic isolation
2470	http://www.wikidata.org/entity/P2607	BookBrainz author ID
2471	http://www.wikidata.org/entity/P2601	Eurohockey.com player ID
2472	http://www.wikidata.org/entity/P2593	Latvian Olympic Committee athlete ID
2473	http://www.wikidata.org/entity/P2576	UCSC Genome Browser assembly ID
2474	http://www.wikidata.org/entity/P2628	German tax authority ID
2475	http://www.wikidata.org/entity/P2623	MEK ID
2476	http://www.wikidata.org/entity/P2633	geography of topic
2477	http://www.wikidata.org/entity/P2638	TV.com ID
2478	http://www.wikidata.org/entity/P2646	mirTarBase ID
2479	http://www.wikidata.org/entity/P2667	corresponding template
2480	http://www.wikidata.org/entity/P2558	autores.uy ID
2481	http://www.wikidata.org/entity/P2586	INSEE department code
2482	http://www.wikidata.org/entity/P2630	cost of damage
2483	http://www.wikidata.org/entity/P2625	PASE ID
2484	http://www.wikidata.org/entity/P2632	place of detention
2485	http://www.wikidata.org/entity/P2642	Fed Cup player ID
2486	http://www.wikidata.org/entity/P2650	interested in
2487	http://www.wikidata.org/entity/P2658	Scoville grade
2488	http://www.wikidata.org/entity/P2588	administrative code of Indonesia
2489	http://www.wikidata.org/entity/P2580	Baltisches Biographisches Lexikon digital ID (former scheme)
2490	http://www.wikidata.org/entity/P2566	ECHA InfoCard ID
2491	http://www.wikidata.org/entity/P2605	ČSFD person ID
2492	http://www.wikidata.org/entity/P2600	Geni.com profile ID
2493	http://www.wikidata.org/entity/P2568	repealed by
2494	http://www.wikidata.org/entity/P2589	Statistics Indonesia ethnicity code
2495	http://www.wikidata.org/entity/P2636	Minkultury film ID
2496	http://www.wikidata.org/entity/P2655	Estyn ID
2497	http://www.wikidata.org/entity/P2662	consumption rate per capita
2498	http://www.wikidata.org/entity/P2661	target interest rate
2499	http://www.wikidata.org/entity/P2666	Datahub page
2500	http://www.wikidata.org/entity/P3077	Cineplex Germany film ID
2501	http://www.wikidata.org/entity/P2997	age of majority
2502	http://www.wikidata.org/entity/P3037	spatial reference system
2503	http://www.wikidata.org/entity/P3033	package management system
2504	http://www.wikidata.org/entity/P3091	mount
2505	http://www.wikidata.org/entity/P3071	standard molar entropy
2506	http://www.wikidata.org/entity/P3035	ISBN publisher prefix
2507	http://www.wikidata.org/entity/P3030	sheet music
2508	http://www.wikidata.org/entity/P3000	marriageable age
2509	http://www.wikidata.org/entity/P3015	backup or reserve team or crew
2510	http://www.wikidata.org/entity/P3016	French national research structure identifier
2511	http://www.wikidata.org/entity/P3005	valid in place
2512	http://www.wikidata.org/entity/P3038	IWM memorial ID
2513	http://www.wikidata.org/entity/P3067	GS1 country code
2514	http://www.wikidata.org/entity/P3055	NAQ elected person ID
2515	http://www.wikidata.org/entity/P3040	SoundCloud ID
2516	http://www.wikidata.org/entity/P3039	wheelbase
2517	http://www.wikidata.org/entity/P3082	destroyed
2518	http://www.wikidata.org/entity/P3083	SIMBAD ID
2519	http://www.wikidata.org/entity/P3090	flight number
2520	http://www.wikidata.org/entity/P3092	film crew member
2521	http://www.wikidata.org/entity/P3085	qualifies for event
2522	http://www.wikidata.org/entity/P3093	recovered by
2523	http://www.wikidata.org/entity/P3096	KML file
2524	http://www.wikidata.org/entity/P3013	surface tension
2525	http://www.wikidata.org/entity/P2998	age of candidacy
2526	http://www.wikidata.org/entity/P3002	Untappd brewery ID
2527	http://www.wikidata.org/entity/P3019	railway signalling system
2528	http://www.wikidata.org/entity/P3010	World Archery Federation ID
2529	http://www.wikidata.org/entity/P3032	adjacent building
2530	http://www.wikidata.org/entity/P3052	Bloomberg person ID
2531	http://www.wikidata.org/entity/P3024	ITU letter code
2532	http://www.wikidata.org/entity/P3034	Indonesian ethnicity code
2533	http://www.wikidata.org/entity/P3073	CosIng number
2534	http://www.wikidata.org/entity/P3054	Ontario MPP ID
2535	http://www.wikidata.org/entity/P3047	PlaymakerStats.com player ID
2536	http://www.wikidata.org/entity/P3072	Storting person ID
2537	http://www.wikidata.org/entity/P3020	residence time of water
2538	http://www.wikidata.org/entity/P3068	WIPO ST.3
2539	http://www.wikidata.org/entity/P3027	open period from
2540	http://www.wikidata.org/entity/P3058	Architectuurgids architect ID
2541	http://www.wikidata.org/entity/P3061	Basisregistratie Instellingen number
2542	http://www.wikidata.org/entity/P3045	HanCinema person ID
2543	http://www.wikidata.org/entity/P3064	LepIndex ID
2544	http://www.wikidata.org/entity/P3095	practiced by
2545	http://www.wikidata.org/entity/P3086	speed limit
2546	http://www.wikidata.org/entity/P3063	gestation period
2547	http://www.wikidata.org/entity/P3066	GLAM Identifier
2548	http://www.wikidata.org/entity/P3017	Rolling Stone artist ID
2549	http://www.wikidata.org/entity/P3028	open period to
2550	http://www.wikidata.org/entity/P3075	official religion
2551	http://www.wikidata.org/entity/P3076	Open Beauty Facts category ID
2552	http://www.wikidata.org/entity/P3065	RERO ID
2553	http://www.wikidata.org/entity/P3078	standard enthalpy of formation
2554	http://www.wikidata.org/entity/P3001	retirement age
2555	http://www.wikidata.org/entity/P3007	Cadw Monument ID
2556	http://www.wikidata.org/entity/P3018	located in protected area
2557	http://www.wikidata.org/entity/P3026	closed on
2558	http://www.wikidata.org/entity/P3036	precipitation height
2559	http://www.wikidata.org/entity/P3029	UK National Archives ID
2560	http://www.wikidata.org/entity/P3057	Charity Commission no.
2561	http://www.wikidata.org/entity/P3053	K League player ID
2562	http://www.wikidata.org/entity/P3051	Kindred Britain ID
2563	http://www.wikidata.org/entity/P3041	luminous intensity
2564	http://www.wikidata.org/entity/P3014	laws applied
2565	http://www.wikidata.org/entity/P3059	Architectuurgids building ID
2566	http://www.wikidata.org/entity/P3022	flag bearer
2567	http://www.wikidata.org/entity/P3080	game artist
2568	http://www.wikidata.org/entity/P3048	racing-reference.info driver ID
2569	http://www.wikidata.org/entity/P3043	Scoresway soccer person ID
2570	http://www.wikidata.org/entity/P3088	Catalogue of Life in Taiwan ID
2571	http://www.wikidata.org/entity/P3087	fiscal/tax revenue
2572	http://www.wikidata.org/entity/P3089	Flags of the World ID
2573	http://www.wikidata.org/entity/P2999	age of consent
2574	http://www.wikidata.org/entity/P3031	EPPO Code
2575	http://www.wikidata.org/entity/P3070	dynamic viscosity
2576	http://www.wikidata.org/entity/P3004	Galiciana work ID
2577	http://www.wikidata.org/entity/P3009	Conservatoire du littoral ID
2578	http://www.wikidata.org/entity/P3046	ForaDeJogo player ID
2579	http://www.wikidata.org/entity/P3050	FACR player ID
2580	http://www.wikidata.org/entity/P3098	ClinicalTrials.gov Identifier
2581	http://www.wikidata.org/entity/P3094	develops from
2582	http://www.wikidata.org/entity/P3097	ISBN identifier group
2583	http://www.wikidata.org/entity/P2993	partition coefficient water/octanol
2584	http://www.wikidata.org/entity/P3003	zanikleobce.cz abandoned objects ID
2585	http://www.wikidata.org/entity/P3006	Marine Regions Geographic ID
2586	http://www.wikidata.org/entity/P3008	Australian Heritage Database Place ID
2587	http://www.wikidata.org/entity/P3021	Iranica ID
2588	http://www.wikidata.org/entity/P3023	Legacies of British Slave-ownership person ID
2589	http://www.wikidata.org/entity/P3025	open days
2590	http://www.wikidata.org/entity/P3012	Statistics Canada Geographic code
2591	http://www.wikidata.org/entity/P3042	CageMatch wrestling stable ID
2592	http://www.wikidata.org/entity/P3060	ButMoth ID
2593	http://www.wikidata.org/entity/P3044	College Football HoF ID
2594	http://www.wikidata.org/entity/P3081	damaged
2595	http://www.wikidata.org/entity/P3074	Grace's Guide ID
2596	http://www.wikidata.org/entity/P3049	Scottish Football Association player ID
2597	http://www.wikidata.org/entity/P3056	TCM Movie Database person ID
2598	http://www.wikidata.org/entity/P3069	UN document symbol
2599	http://www.wikidata.org/entity/P3099	Internet Bird Collection species ID
2600	http://www.wikidata.org/entity/P3138	OFDb film ID
2601	http://www.wikidata.org/entity/P3174	art director
2602	http://www.wikidata.org/entity/P3158	enclosure
2603	http://www.wikidata.org/entity/P3100	Flora of Australia ID (old)
2604	http://www.wikidata.org/entity/P3116	ISzDb dub ID
2605	http://www.wikidata.org/entity/P3126	ALCUIN ID
2606	http://www.wikidata.org/entity/P3129	cine.gr film ID
2607	http://www.wikidata.org/entity/P3118	OpenDomesday settlement ID
2608	http://www.wikidata.org/entity/P3124	Polish scientist ID
2609	http://www.wikidata.org/entity/P3150	birthday
2610	http://www.wikidata.org/entity/P3153	Crossref funder ID
2611	http://www.wikidata.org/entity/P3165	Horsetelex ID
2612	http://www.wikidata.org/entity/P3155	Runeberg book ID
2613	http://www.wikidata.org/entity/P3173	offers view on
2614	http://www.wikidata.org/entity/P3177	Patrimonio Web JCyL ID
2615	http://www.wikidata.org/entity/P3159	UGentMemorialis ID
2616	http://www.wikidata.org/entity/P3199	charity number (Isle of Man)
2617	http://www.wikidata.org/entity/P3187	Marburger Professorenkatalog ID
2618	http://www.wikidata.org/entity/P3180	Visual Novel Database ID
2619	http://www.wikidata.org/entity/P3196	USGS earthquake ID
2620	http://www.wikidata.org/entity/P3113	does not have part
2621	http://www.wikidata.org/entity/P3107	LdiF ID
2622	http://www.wikidata.org/entity/P3127	Latindex ID
2623	http://www.wikidata.org/entity/P3122	OpenDomesday person ID
2624	http://www.wikidata.org/entity/P3133	NSZL name authority ID
2625	http://www.wikidata.org/entity/P3149	molecule conformation
2626	http://www.wikidata.org/entity/P3139	SourehCinema film ID
2627	http://www.wikidata.org/entity/P3140	SourehCinema person ID
2628	http://www.wikidata.org/entity/P3191	IMIS person ID
2629	http://www.wikidata.org/entity/P3193	GS1 Manufacturer code
2630	http://www.wikidata.org/entity/P3197	Federal Heritage Buildings ID (Canada)
2631	http://www.wikidata.org/entity/P3198	JewishGen Locality ID
2632	http://www.wikidata.org/entity/P3157	event distance
2633	http://www.wikidata.org/entity/P3120	TOID
2634	http://www.wikidata.org/entity/P3125	EDRPOU code
2635	http://www.wikidata.org/entity/P3119	Code for China Reservoir Name
2636	http://www.wikidata.org/entity/P3128	CiNetMag film ID
2637	http://www.wikidata.org/entity/P3117	DSSTox substance ID
2638	http://www.wikidata.org/entity/P3111	FEI person ID
2639	http://www.wikidata.org/entity/P3106	Guardian topic ID
2640	http://www.wikidata.org/entity/P3103	has tense
2641	http://www.wikidata.org/entity/P3115	ISzDb company ID
2642	http://www.wikidata.org/entity/P3146	CiNetMag person ID
2643	http://www.wikidata.org/entity/P3144	elFilm person ID
2644	http://www.wikidata.org/entity/P3161	has grammatical mood
2645	http://www.wikidata.org/entity/P3154	Runeberg author ID
2646	http://www.wikidata.org/entity/P3170	Cultural Heritage Armenia ID
2647	http://www.wikidata.org/entity/P3175	Statoids ID
2648	http://www.wikidata.org/entity/P3102	Plantarium ID
2649	http://www.wikidata.org/entity/P3134	TripAdvisor ID
2650	http://www.wikidata.org/entity/P3137	parent peak
2651	http://www.wikidata.org/entity/P3148	repeals
2652	http://www.wikidata.org/entity/P3167	Allbreedpedigree ID
2653	http://www.wikidata.org/entity/P3169	Infochevaux ID
2654	http://www.wikidata.org/entity/P3194	INA video ID
2655	http://www.wikidata.org/entity/P3188	Nobel prize ID
2656	http://www.wikidata.org/entity/P3186	TAXREF ID
2657	http://www.wikidata.org/entity/P3156	Australian Classification
2658	http://www.wikidata.org/entity/P3101	FloraBase ID
2659	http://www.wikidata.org/entity/P3109	Peakbagger mountain ID
2660	http://www.wikidata.org/entity/P3131	Redalyc journal ID
2661	http://www.wikidata.org/entity/P3123	Stanford Encyclopedia of Philosophy ID
2662	http://www.wikidata.org/entity/P3151	iNaturalist taxon ID
2663	http://www.wikidata.org/entity/P3147	United States Reports ID
2664	http://www.wikidata.org/entity/P3162	Rock and Roll Hall of Fame ID
2665	http://www.wikidata.org/entity/P3168	Sporthorse data ID
2666	http://www.wikidata.org/entity/P3179	territory overlaps
2667	http://www.wikidata.org/entity/P3176	uses property
2668	http://www.wikidata.org/entity/P3192	Last.fm ID
2669	http://www.wikidata.org/entity/P3112	DistroWatch ID
2670	http://www.wikidata.org/entity/P3110	ISzDb film ID
2671	http://www.wikidata.org/entity/P3132	last line
2672	http://www.wikidata.org/entity/P3105	Tela Botanica ID
2673	http://www.wikidata.org/entity/P3135	elCinema film ID
2674	http://www.wikidata.org/entity/P3136	elCinema person ID
2675	http://www.wikidata.org/entity/P3145	Sratim ID
2676	http://www.wikidata.org/entity/P3152	Findsmiley ID
2677	http://www.wikidata.org/entity/P3182	FANTOIR code
2678	http://www.wikidata.org/entity/P3171	Olympic.org athlete ID
2679	http://www.wikidata.org/entity/P3163	Scottish Charity number
2680	http://www.wikidata.org/entity/P3172	World Bridge Federation ID
2681	http://www.wikidata.org/entity/P3178	Zaragoza monument ID
2682	http://www.wikidata.org/entity/P3185	VK ID
2683	http://www.wikidata.org/entity/P3189	innervated by
2684	http://www.wikidata.org/entity/P3104	Gares & Connexions ID
2685	http://www.wikidata.org/entity/P3114	ISzDb person ID
2686	http://www.wikidata.org/entity/P3108	Yelp ID
2687	http://www.wikidata.org/entity/P3141	EDb film ID
2688	http://www.wikidata.org/entity/P3143	elFilm film ID
2689	http://www.wikidata.org/entity/P3181	OpenCitations bibliographic resource ID
2690	http://www.wikidata.org/entity/P3200	Northern Ireland charity number
2691	http://www.wikidata.org/entity/P3121	Epguides ID
2692	http://www.wikidata.org/entity/P3130	NSW Flora ID
2693	http://www.wikidata.org/entity/P3142	EDb person ID
2694	http://www.wikidata.org/entity/P3160	Minnesota legislator ID
2695	http://www.wikidata.org/entity/P3166	Webpedigrees ID
2696	http://www.wikidata.org/entity/P3184	Czech National Bibliography book ID
2697	http://www.wikidata.org/entity/P3190	innervates
2698	http://www.wikidata.org/entity/P3195	league points system
2699	http://www.wikidata.org/entity/P3183	Wall Street Journal topic ID
2700	http://www.wikidata.org/entity/P3307	Galiciana authority ID
2701	http://www.wikidata.org/entity/P3234	Code List for Cultural Heritage Organizations
2702	http://www.wikidata.org/entity/P3294	encoding
2703	http://www.wikidata.org/entity/P3263	base
2704	http://www.wikidata.org/entity/P3205	patient of
2705	http://www.wikidata.org/entity/P3224	NAICS code
2706	http://www.wikidata.org/entity/P3253	optimum viable temperature
2707	http://www.wikidata.org/entity/P3215	SIRET number
2708	http://www.wikidata.org/entity/P3254	property proposal discussion
2709	http://www.wikidata.org/entity/P3273	Actorenregister ID
2710	http://www.wikidata.org/entity/P3295	code
2711	http://www.wikidata.org/entity/P3219	Encyclopædia Universalis ID
2712	http://www.wikidata.org/entity/P3213	Indian census area code (2001)
